基金代码,拼音缩写,基金简称,基金类型,拼音全称,status,last_updated
021487,GYRH3GYDKZQD,工银瑞和3个月定开债券D,债券型-长债,GONGYINRUIHE3GEYUEDINGKAIZHAIQUAND,unknown,
021488,CSYLJKHHC,长盛养老健康混合C,混合型-灵活,CHANGSHENGYANGLAOJIANKANGHUNHEC,unknown,
021489,ZHQSLHHHFQA,中航趋势领航混合发起A,混合型-偏股,ZHONGHANGQUSHILINGHANGHUNHEFAQIA,unknown,
021490,ZHQSLHHHFQC,中航趋势领航混合发起C,混合型-偏股,ZHONGHANGQUSHILINGHANGHUNHEFAQIC,unknown,
021491,ZHYJLHHHFQA,中航远见领航混合发起A,混合型-偏股,ZHONGHANGYUANJIANLINGHANGHUNHEFAQIA,unknown,
021492,ZHYJLHHHFQC,中航远见领航混合发起C,混合型-偏股,ZHONGHANGYUANJIANLINGHANGHUNHEFAQIC,unknown,
021493,MGFRZQD,摩根丰瑞债券D,债券型-混合一级,MOGENFENGRUIZHAIQUAND,unknown,
021494,CSHS300ZSLOFC,长盛沪深300指数(LOF)C,指数型-股票,CHANGSHENGHUSHEN300ZHISHULOFC,unknown,
021495,HXYL2060WNCYHHFQSFOFY,华夏养老2060五年持有混合发起式(FOF)Y,FOF-进取型,HUAXIAYANGLAO2060WUNIANCHIYOUHUNHEFAQISHIFOFY,unknown,
021496,GFYLMB2045SNCYHHFQSFOFY,广发养老目标2045三年持有混合发起式(FOF)Y,FOF-均衡型,GUANGFAYANGLAOMUBIAO2045SANNIANCHIYOUHUNHEFAQISHIFOFY,unknown,
021497,ZOYXPHYLMBSNCYHHFQFOFY,中欧颐享平衡养老目标三年持有混合发起(FOF)Y,FOF-均衡型,ZHONGOUYIXIANGPINGHENGYANGLAOMUBIAOSANNIANCHIYOUHUNHEFAQIFOFY,unknown,
021498,YFDHYPHYLSNCYHHFOFY,易方达汇悦平衡养老三年持有混合(FOF)Y,FOF-均衡型,YIFANGDAHUIYUEPINGHENGYANGLAOSANNIANCHIYOUHUNHEFOFY,unknown,
021499,BSHJETFLJE,博时黄金ETF联接E,指数型-其他,BOSHIHUANGJINETFLIANJIEE,unknown,
021500,JSCCYZCZGPC,景顺长城优质成长股票C,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAOC,unknown,
021501,XAKJQDHHA,信澳科技驱动混合A,混合型-偏股,XINAOKEJIQUDONGHUNHEA,unknown,
021502,XAKJQDHHC,信澳科技驱动混合C,混合型-偏股,XINAOKEJIQUDONGHUNHEC,unknown,
021503,JSCCCZZXGPC,景顺长城成长之星股票C,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAOC,unknown,
021504,YFDYL2045WNCYHHFOFY,易方达养老2045五年持有混合(FOF)Y,FOF-均衡型,YIFANGDAYANGLAO2045WUNIANCHIYOUHUNHEFOFY,unknown,
021506,HTZJZYZQE,华泰紫金智盈债券E,债券型-长债,HUATAIZIJINZHIYINGZHAIQUANE,unknown,
021507,PACFETS03NQZJZZSA,平安CFETS0-3年期政金债指数A,指数型-固收,PINGANCFETS03NIANQIZHENGJINZHAIZHISHUA,unknown,
021508,PACFETS03NQZJZZSC,平安CFETS0-3年期政金债指数C,指数型-固收,PINGANCFETS03NIANQIZHENGJINZHAIZHISHUC,unknown,
021510,HLBDTCYHHFQA,宏利半导体产业混合发起A,混合型-偏股,HONGLIBANDAOTICHANYEHUNHEFAQIA,unknown,
021511,HLBDTCYHHFQC,宏利半导体产业混合发起C,混合型-偏股,HONGLIBANDAOTICHANYEHUNHEFAQIC,unknown,
021512,JSCCZZCYHHC,景顺长城支柱产业混合C,混合型-偏股,JINGSHUNCHANGCHENGZHIZHUCHANYEHUNHEC,unknown,
021513,FGGGTHLJXHHA,富国港股通红利精选混合A,混合型-偏股,FUGUOGANGGUTONGHONGLIJINGXUANHUNHEA,unknown,
021514,FGGGTHLJXHHC,富国港股通红利精选混合C,混合型-偏股,FUGUOGANGGUTONGHONGLIJINGXUANHUNHEC,unknown,
021515,HTFHLZXHHFQSA,汇添富红利智选混合发起式A,混合型-偏股,HUITIANFUHONGLIZHIXUANHUNHEFAQISHIA,unknown,
021516,HTFHLZXHHFQSC,汇添富红利智选混合发起式C,混合型-偏股,HUITIANFUHONGLIZHIXUANHUNHEFAQISHIC,unknown,
021517,XHXLZQA,兴华兴利债券A,债券型-混合二级,XINGHUAXINGLIZHAIQUANA,unknown,
021518,XHXLZQC,兴华兴利债券C,债券型-混合二级,XINGHUAXINGLIZHAIQUANC,unknown,
021519,CSZZ03NZJZZSA,长盛中债0-3年政金债指数A,指数型-固收,CHANGSHENGZHONGZHAI03NIANZHENGJINZHAIZHISHUA,unknown,
021520,CSZZ03NZJZZSC,长盛中债0-3年政金债指数C,指数型-固收,CHANGSHENGZHONGZHAI03NIANZHENGJINZHAIZHISHUC,unknown,
021521,ZXBCWHE,中信保诚稳鸿E,债券型-长债,ZHONGXINBAOCHENGWENHONGE,unknown,
021523,CTJZDLHHC,财通价值动量混合C,混合型-灵活,CAITONGJIAZHIDONGLIANGHUNHEC,unknown,
021524,THJXZXHHFQA,天弘匠心臻选混合发起A,混合型-偏股,TIANHONGJIANGXINZHENXUANHUNHEFAQIA,unknown,
021525,THJXZXHHFQC,天弘匠心臻选混合发起C,混合型-偏股,TIANHONGJIANGXINZHENXUANHUNHEFAQIC,unknown,
021526,NHFHHHC,南华丰汇混合C,混合型-偏股,NANHUAFENGHUIHUNHEC,unknown,
021527,XYZZTYCDAAAZS7TCYQ,鑫元中证同业存单AAA指数7天持有期,指数型-固收,XINYUANZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI,unknown,
021528,CTCZYXHHC,财通成长优选混合C,混合型-灵活,CAITONGCHENGZHANGYOUXUANHUNHEC,unknown,
021529,ZXBCZTZDZE,中信保诚至泰中短债E,债券型-中短债,ZHONGXINBAOCHENGZHITAIZHONGDUANZHAIE,unknown,
021530,LBMAH90TCYZQA,路博迈安航90天持有债券A,债券型-混合一级,LUBOMAIANHANG90TIANCHIYOUZHAIQUANA,unknown,
021531,LBMAH90TCYZQC,路博迈安航90天持有债券C,债券型-混合一级,LUBOMAIANHANG90TIANCHIYOUZHAIQUANC,unknown,
021532,THBDTCLSBZSA,天弘半导体材料设备指数A,指数型-股票,TIANHONGBANDAOTICAILIAOSHEBEIZHISHUA,unknown,
021533,THBDTCLSBZSC,天弘半导体材料设备指数C,指数型-股票,TIANHONGBANDAOTICAILIAOSHEBEIZHISHUC,unknown,
021534,HXYSJSETFLJD,华夏有色金属ETF联接D,指数型-股票,HUAXIAYOUSEJINSHUETFLIANJIED,unknown,
021535,THZZRJFWZSFQA,天弘中证软件服务指数发起A,指数型-股票,TIANHONGZHONGZHENGRUANJIANFUWUZHISHUFAQIA,unknown,
021536,THZZRJFWZSFQC,天弘中证软件服务指数发起C,指数型-股票,TIANHONGZHONGZHENGRUANJIANFUWUZHISHUFAQIC,unknown,
021537,THYYX30TCYQZQA,天弘月月兴30天持有期债券A,债券型-长债,TIANHONGYUEYUEXING30TIANCHIYOUQIZHAIQUANA,unknown,
021538,THYYX30TCYQZQC,天弘月月兴30天持有期债券C,债券型-长债,TIANHONGYUEYUEXING30TIANCHIYOUQIZHAIQUANC,unknown,
021539,HAFGCAC40ETFFQSLJQDIIA,华安法国CAC40ETF发起式联接(QDII)A,指数型-海外股票,HUAANFAGUOCAC40ETFFAQISHILIANJIEQDIIA,unknown,
021540,HAFGCAC40ETFFQSLJQDIIC,华安法国CAC40ETF发起式联接(QDII)C,指数型-海外股票,HUAANFAGUOCAC40ETFFAQISHILIANJIEQDIIC,unknown,
021541,JXSHZRHHC,建信社会责任混合C,混合型-偏股,JIANXINSHEHUIZERENHUNHEC,unknown,
021542,GTRYXXXFHHC,国投瑞银信息消费混合C,混合型-灵活,GUOTOURUIYINXINXIXIAOFEIHUNHEC,unknown,
021543,GTRYZCHHC,国投瑞银招财混合C,混合型-灵活,GUOTOURUIYINZHAOCAIHUNHEC,unknown,
021544,BYZHCZZQA,博远增汇纯债债券A,债券型-长债,BOYUANZENGHUICHUNZHAIZHAIQUANA,unknown,
021545,BYZHCZZQC,博远增汇纯债债券C,债券型-长债,BOYUANZENGHUICHUNZHAIZHAIQUANC,unknown,
021546,GTRYCXYLHHC,国投瑞银创新医疗混合C,混合型-灵活,GUOTOURUIYINCHUANGXINYILIAOHUNHEC,unknown,
021548,FGWJSXZQA,富国稳健双鑫债券A,债券型-混合二级,FUGUOWENJIANSHUANGXINZHAIQUANA,unknown,
021549,FGWJSXZQC,富国稳健双鑫债券C,债券型-混合二级,FUGUOWENJIANSHUANGXINZHAIQUANC,unknown,
021550,BSZZHLDBD100ETFLJA,博时中证红利低波动100ETF联接A,指数型-股票,BOSHIZHONGZHENGHONGLIDIBODONG100ETFLIANJIEA,unknown,
021551,BSZZHLDBD100ETFLJC,博时中证红利低波动100ETF联接C,指数型-股票,BOSHIZHONGZHENGHONGLIDIBODONG100ETFLIANJIEC,unknown,
021552,GFJYCZA,广发景裕纯债A,债券型-长债,GUANGFAJINGYUCHUNZHAIA,unknown,
021553,GFJYCZC,广发景裕纯债C,债券型-长债,GUANGFAJINGYUCHUNZHAIC,unknown,
021554,XYHY180TCYQZQA,兴业恒悦180天持有期债券A,债券型-混合二级,XINGYEHENGYUE180TIANCHIYOUQIZHAIQUANA,unknown,
021555,XYHY180TCYQZQC,兴业恒悦180天持有期债券C,债券型-混合二级,XINGYEHENGYUE180TIANCHIYOUQIZHAIQUANC,unknown,
021556,CSZZZQGSZSLOFC,长盛中证证券公司指数(LOF)C,指数型-股票,CHANGSHENGZHONGZHENGZHENGQUANGONGSIZHISHULOFC,unknown,
021558,GYXDFWYHHC,工银现代服务业混合C,混合型-灵活,GONGYINXIANDAIFUWUYEHUNHEC,unknown,
021559,GL30TGDCYZQA,格林30天滚动持有债券A,债券型-长债,GELIN30TIANGUNDONGCHIYOUZHAIQUANA,unknown,
021560,GL30TGDCYZQC,格林30天滚动持有债券C,债券型-长债,GELIN30TIANGUNDONGCHIYOUZHAIQUANC,unknown,
021561,THZZYQHL50ZSFQA,天弘中证央企红利50指数发起A,指数型-股票,TIANHONGZHONGZHENGYANGQIHONGLI50ZHISHUFAQIA,unknown,
021562,THZZYQHL50ZSFQC,天弘中证央企红利50指数发起C,指数型-股票,TIANHONGZHONGZHENGYANGQIHONGLI50ZHISHUFAQIC,unknown,
021563,FADSQS03NZJZZSA,富安达上清所0-3年政金债指数A,指数型-固收,FUANDASHANGQINGSUO03NIANZHENGJINZHAIZHISHUA,unknown,
021564,FADSQS03NZJZZSC,富安达上清所0-3年政金债指数C,指数型-固收,FUANDASHANGQINGSUO03NIANZHENGJINZHAIZHISHUC,unknown,
021565,NFZZ03NNFHZQZSA,南方中债0-3年农发行债券指数A,指数型-固收,NANFANGZHONGZHAI03NIANNONGFAHANGZHAIQUANZHISHUA,unknown,
021566,NFZZ03NNFHZQZSC,南方中债0-3年农发行债券指数C,指数型-固收,NANFANGZHONGZHAI03NIANNONGFAHANGZHAIQUANZHISHUC,unknown,
021567,YHCFETS03NQZJZZSA,银河CFETS0-3年期政金债指数A,指数型-固收,YINHECFETS03NIANQIZHENGJINZHAIZHISHUA,unknown,
021568,YHCFETS03NQZJZZSC,银河CFETS0-3年期政金债指数C,指数型-固收,YINHECFETS03NIANQIZHENGJINZHAIZHISHUC,unknown,
021569,BSYCCZZQC,博时裕诚纯债债券C,债券型-长债,BOSHIYUCHENGCHUNZHAIZHAIQUANC,unknown,
021570,HXHLLHXGGPA,华夏红利量化选股股票A,股票型,HUAXIAHONGLILIANGHUAXUANGUGUPIAOA,unknown,
021571,HXHLLHXGGPC,华夏红利量化选股股票C,股票型,HUAXIAHONGLILIANGHUAXUANGUGUPIAOC,unknown,
021574,PAYH90TCYZQA,平安元恒90天持有债券A,债券型-长债,PINGANYUANHENG90TIANCHIYOUZHAIQUANA,unknown,
021575,PAYH90TCYZQC,平安元恒90天持有债券C,债券型-长债,PINGANYUANHENG90TIANCHIYOUZHAIQUANC,unknown,
021576,PAYJZXHHA,平安研究智选混合A,混合型-偏股,PINGANYANJIUZHIXUANHUNHEA,unknown,
021577,PAYJZXHHC,平安研究智选混合C,混合型-偏股,PINGANYANJIUZHIXUANHUNHEC,unknown,
021578,JXXY90TCYQZQA,建信鑫益90天持有期债券A,债券型-长债,JIANXINXINYI90TIANCHIYOUQIZHAIQUANA,unknown,
021579,JXXY90TCYQZQC,建信鑫益90天持有期债券C,债券型-长债,JIANXINXINYI90TIANCHIYOUQIZHAIQUANC,unknown,
021580,HXRGZNETFLJD,华夏人工智能ETF联接D,指数型-股票,HUAXIARENGONGZHINENGETFLIANJIED,unknown,
021581,BLDHYLLZA,贝莱德和悦利率债A,债券型-长债,BEILAIDEHEYUELILVZHAIA,unknown,
021582,BLDHYLLZC,贝莱德和悦利率债C,债券型-长债,BEILAIDEHEYUELILVZHAIC,unknown,
021583,ZOZZGGTYQHLZSFQQDIIA,中欧中证港股通央企红利指数发起(QDII)A,指数型-海外股票,ZHONGOUZHONGZHENGGANGGUTONGYANGQIHONGLIZHISHUFAQIQDIIA,unknown,
021584,ZOZZGGTYQHLZSFQQDIIC,中欧中证港股通央企红利指数发起(QDII)C,指数型-海外股票,ZHONGOUZHONGZHENGGANGGUTONGYANGQIHONGLIZHISHUFAQIQDIIC,unknown,
021585,RBQSYXHHA,人保趋势优选混合A,混合型-偏股,RENBAOQUSHIYOUXUANHUNHEA,unknown,
021586,RBQSYXHHC,人保趋势优选混合C,混合型-偏股,RENBAOQUSHIYOUXUANHUNHEC,unknown,
021587,YYRYZQD,永赢润益债券D,债券型-长债,YONGYINGRUNYIZHAIQUAND,unknown,
021588,GFJLCZC,广发景利纯债C,债券型-长债,GUANGFAJINGLICHUNZHAIC,unknown,
021589,BSZZCZZQC,博时智臻纯债债券C,债券型-长债,BOSHIZHIZHENCHUNZHAIZHAIQUANC,unknown,
021590,XQJZYSHHA,兴全竞争优势混合A,混合型-偏股,XINGQUANJINGZHENGYOUSHIHUNHEA,unknown,
021591,XQJZYSHHC,兴全竞争优势混合C,混合型-偏股,XINGQUANJINGZHENGYOUSHIHUNHEC,unknown,
021592,YMZZTYCDAAAZS7TCYQ,易米中证同业存单AAA指数7天持有期,指数型-固收,YIMIZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI,unknown,
021593,SYSZJJHHFQSA,上银数字经济混合发起式A,混合型-偏股,SHANGYINSHUZIJINGJIHUNHEFAQISHIA,unknown,
021594,SYSZJJHHFQSC,上银数字经济混合发起式C,混合型-偏股,SHANGYINSHUZIJINGJIHUNHEFAQISHIC,unknown,
021595,GLAXJXHHC,国联安新精选混合C,混合型-灵活,GUOLIANANXINJINGXUANHUNHEC,unknown,
021596,THWJHBZQFQE,天弘稳健回报债券发起E,债券型-混合二级,TIANHONGWENJIANHUIBAOZHAIQUANFAQIE,unknown,
021597,TPZZ13NZCXJRZD,太平中债1-3年政策性金融债D,指数型-固收,TAIPINGZHONGZHAI13NIANZHENGCEXINGJINRONGZHAID,unknown,
021598,JXPZYLMBRQ2050WNCYQHHFQFOFY,建信普泽养老目标日期2050五年持有期混合发起(FOF)Y,FOF-进取型,JIANXINPUZEYANGLAOMUBIAORIQI2050WUNIANCHIYOUQIHUNHEFAQIFOFY,unknown,
021599,HTZJFHPZHHFQD,华泰紫金丰和偏债混合发起D,混合型-偏债,HUATAIZIJINFENGHEPIANZHAIHUNHEFAQID,unknown,
021600,FGXHYLMBRQ2035SNCYQHHFQSFOFY,富国鑫汇养老目标日期2035三年持有期混合发起式(FOF)Y,FOF-稳健型,FUGUOXINHUIYANGLAOMUBIAORIQI2035SANNIANCHIYOUQIHUNHEFAQISHIFOFY,unknown,
021601,JYWLZDZZQE,交银稳利中短债债券E,债券型-中短债,JIAOYINWENLIZHONGDUANZHAIZHAIQUANE,unknown,
021602,HTFZZXXJSYYCXCYETFFQSLJA,汇添富中证信息技术应用创新产业ETF发起式联接A,指数型-股票,HUITIANFUZHONGZHENGXINXIJISHUYINGYONGCHUANGXINCHANYEETFFAQISHILIANJIEA,unknown,
021603,HTFZZXXJSYYCXCYETFFQSLJC,汇添富中证信息技术应用创新产业ETF发起式联接C,指数型-股票,HUITIANFUZHONGZHENGXINXIJISHUYINGYONGCHUANGXINCHANYEETFFAQISHILIANJIEC,unknown,
021604,XHJJJZLHPZHHC,新华积极价值灵活配置混合C,混合型-灵活,XINHUAJIJIJIAZHILINGHUOPEIZHIHUNHEC,unknown,
021605,FGXFJX30GPC,富国消费精选30股票C,股票型,FUGUOXIAOFEIJINGXUAN30GUPIAOC,unknown,
021606,YFDZZXZZFQSLOFD,易方达中债新综指发起式(LOF)D,指数型-固收,YIFANGDAZHONGZHAIXINZONGZHIFAQISHILOFD,unknown,
021607,NFSZKCBXPETFFQLJA,南方上证科创板芯片ETF发起联接A,指数型-股票,NANFANGSHANGZHENGKECHUANGBANXINPIANETFFAQILIANJIEA,unknown,
021608,NFSZKCBXPETFFQLJC,南方上证科创板芯片ETF发起联接C,指数型-股票,NANFANGSHANGZHENGKECHUANGBANXINPIANETFFAQILIANJIEC,unknown,
021609,GFZZ710NGKZZSD,广发中债7-10年国开债指数D,指数型-固收,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUD,unknown,
021610,GTZZHBCY50ETFLJE,国泰中证环保产业50ETF联接E,指数型-股票,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEE,unknown,
021611,YHYXZQE,银河银信债券E,债券型-混合一级,YINHEYINXINZHAIQUANE,unknown,
021612,GTRYPHYLMBSNCYQHHFQSFOFY,国投瑞银平衡养老目标三年持有期混合发起式(FOF)Y,FOF-均衡型,GUOTOURUIYINPINGHENGYANGLAOMUBIAOSANNIANCHIYOUQIHUNHEFAQISHIFOFY,unknown,
021614,HTZJZZQZRJZSXFQA,华泰紫金中证全指软件指数型发起A,指数型-股票,HUATAIZIJINZHONGZHENGQUANZHIRUANJIANZHISHUXINGFAQIA,unknown,
021615,HTZJZZQZRJZSXFQC,华泰紫金中证全指软件指数型发起C,指数型-股票,HUATAIZIJINZHONGZHENGQUANZHIRUANJIANZHISHUXINGFAQIC,unknown,
021617,THYXZQC,天弘优选债券C,债券型-长债,TIANHONGYOUXUANZHAIQUANC,unknown,
021618,JSZHCZZQC,嘉实致华纯债债券C,债券型-长债,JIASHIZHIHUACHUNZHAIZHAIQUANC,unknown,
021619,THZZYQCYZSFQA,天弘中证油气产业指数发起A,指数型-股票,TIANHONGZHONGZHENGYOUQICHANYEZHISHUFAQIA,unknown,
021620,THZZYQCYZSFQC,天弘中证油气产业指数发起C,指数型-股票,TIANHONGZHONGZHENGYOUQICHANYEZHISHUFAQIC,unknown,
021621,THQCLBJZSA,天弘汽车零部件指数A,指数型-股票,TIANHONGQICHELINGBUJIANZHISHUA,unknown,
021622,THQCLBJZSC,天弘汽车零部件指数C,指数型-股票,TIANHONGQICHELINGBUJIANZHISHUC,unknown,
021623,THXXCYHHFQA,天弘新兴产业混合发起A,混合型-偏股,TIANHONGXINXINGCHANYEHUNHEFAQIA,unknown,
021624,THXXCYHHFQC,天弘新兴产业混合发起C,混合型-偏股,TIANHONGXINXINGCHANYEHUNHEFAQIC,unknown,
021625,BSWYZZHHC,博时外延增长混合C,混合型-灵活,BOSHIWAIYANZENGZHANGHUNHEC,unknown,
021626,HFBDTCYHHFQSA,华富半导体产业混合发起式A,混合型-偏股,HUAFUBANDAOTICHANYEHUNHEFAQISHIA,unknown,
021627,HFBDTCYHHFQSC,华富半导体产业混合发起式C,混合型-偏股,HUAFUBANDAOTICHANYEHUNHEFAQISHIC,unknown,
021628,JSWHCZZQE,嘉实稳华纯债债券E,债券型-长债,JIASHIWENHUACHUNZHAIZHAIQUANE,unknown,
021629,HAHLJYGPFQSA,华安红利机遇股票发起式A,股票型,HUAANHONGLIJIYUGUPIAOFAQISHIA,unknown,
021630,HAHLJYGPFQSC,华安红利机遇股票发起式C,股票型,HUAANHONGLIJIYUGUPIAOFAQISHIC,unknown,
021631,XYJYZXHHFQA,兴银聚优智选混合发起A,混合型-偏股,XINGYINJUYOUZHIXUANHUNHEFAQIA,unknown,
021632,XYJYZXHHFQC,兴银聚优智选混合发起C,混合型-偏股,XINGYINJUYOUZHIXUANHUNHEFAQIC,unknown,
021633,ZSZZXGKJETFFQSLJQDIIA,招商中证香港科技ETF发起式联接(QDII)A,指数型-海外股票,ZHAOSHANGZHONGZHENGXIANGGANGKEJIETFFAQISHILIANJIEQDIIA,unknown,
021634,ZSZZXGKJETFFQSLJQDIIC,招商中证香港科技ETF发起式联接(QDII)C,指数型-海外股票,ZHAOSHANGZHONGZHENGXIANGGANGKEJIETFFAQISHILIANJIEQDIIC,unknown,
021635,RBHS300C,人保沪深300C,指数型-股票,RENBAOHUSHEN300C,unknown,
021636,CCZQYXHHFQSA,长城周期优选混合发起式A,混合型-偏股,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIA,unknown,
021637,CCZQYXHHFQSC,长城周期优选混合发起式C,混合型-偏股,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIC,unknown,
021638,JSCCZPSGYCYQHHFOFA,景顺长城臻品三个月持有期混合(FOF)A,FOF-进取型,JINGSHUNCHANGCHENGZHENPINSANGEYUECHIYOUQIHUNHEFOFA,unknown,
021639,JSCCZPSGYCYQHHFOFC,景顺长城臻品三个月持有期混合(FOF)C,FOF-进取型,JINGSHUNCHANGCHENGZHENPINSANGEYUECHIYOUQIHUNHEFOFC,unknown,
021640,BXRFDSZDZD,北信瑞丰鼎盛中短债D,债券型-中短债,BEIXINRUIFENGDINGSHENGZHONGDUANZHAID,unknown,
021641,BXRFDSZDZE,北信瑞丰鼎盛中短债E,债券型-中短债,BEIXINRUIFENGDINGSHENGZHONGDUANZHAIE,unknown,
021642,FGZYJXHHFQSA,富国资源精选混合发起式A,混合型-偏股,FUGUOZIYUANJINGXUANHUNHEFAQISHIA,unknown,
021643,GLAJJPZ3GYCYHHFOFA,国联安积极配置3个月持有混合(FOF)A,FOF-进取型,GUOLIANANJIJIPEIZHI3GEYUECHIYOUHUNHEFOFA,unknown,
021644,GLAJJPZ3GYCYHHFOFC,国联安积极配置3个月持有混合(FOF)C,FOF-进取型,GUOLIANANJIJIPEIZHI3GEYUECHIYOUHUNHEFOFC,unknown,
021645,DFHXYWJ3GYCYHHFOFA,东方红欣悦稳健3个月持有混合(FOF)A,FOF-稳健型,DONGFANGHONGXINYUEWENJIAN3GEYUECHIYOUHUNHEFOFA,unknown,
021646,DFHXYWJ3GYCYHHFOFC,东方红欣悦稳健3个月持有混合(FOF)C,FOF-稳健型,DONGFANGHONGXINYUEWENJIAN3GEYUECHIYOUHUNHEFOFC,unknown,
021647,DFHDLLHHHA,东方红动力领航混合A,混合型-偏股,DONGFANGHONGDONGLILINGHANGHUNHEA,unknown,
021648,DFHDLLHHHC,东方红动力领航混合C,混合型-偏股,DONGFANGHONGDONGLILINGHANGHUNHEC,unknown,
021649,FGZXCZLHPZHHC,富国臻选成长灵活配置混合C,混合型-灵活,FUGUOZHENXUANCHENGZHANGLINGHUOPEIZHIHUNHEC,unknown,
021650,DFHHLLHXGHHFQA,东方红红利量化选股混合发起A,混合型-偏股,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIA,unknown,
021651,DFHHLLHXGHHFQC,东方红红利量化选股混合发起C,混合型-偏股,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIC,unknown,
021652,DCLTJDZSE,东财龙头家电指数E,指数型-股票,DONGCAILONGTOUJIADIANZHISHUE,unknown,
021653,NFZZQZJSJETFFQLJA,南方中证全指计算机ETF发起联接A,指数型-股票,NANFANGZHONGZHENGQUANZHIJISUANJIETFFAQILIANJIEA,unknown,
021654,NFZZQZJSJETFFQLJC,南方中证全指计算机ETF发起联接C,指数型-股票,NANFANGZHONGZHENGQUANZHIJISUANJIETFFAQILIANJIEC,unknown,
021655,HFTLHXGHHA,海富通量化选股混合A,混合型-偏股,HAIFUTONGLIANGHUAXUANGUHUNHEA,unknown,
021656,HFTLHXGHHC,海富通量化选股混合C,混合型-偏股,HAIFUTONGLIANGHUAXUANGUHUNHEC,unknown,
021657,HXCZZQD,华夏纯债债券D,债券型-长债,HUAXIACHUNZHAIZHAIQUAND,unknown,
021658,HAHSSWKJZSFQSQDIIA,华安恒生生物科技指数发起式(QDII)A,指数型-海外股票,HUAANHENGSHENGSHENGWUKEJIZHISHUFAQISHIQDIIA,unknown,
021659,HAHSSWKJZSFQSQDIIC,华安恒生生物科技指数发起式(QDII)C,指数型-海外股票,HUAANHENGSHENGSHENGWUKEJIZHISHUFAQISHIQDIIC,unknown,
021660,ZOSZKCB100ZSFQA,中欧上证科创板100指数发起A,指数型-股票,ZHONGOUSHANGZHENGKECHUANGBAN100ZHISHUFAQIA,unknown,
021661,ZOSZKCB100ZSFQC,中欧上证科创板100指数发起C,指数型-股票,ZHONGOUSHANGZHENGKECHUANGBAN100ZHISHUFAQIC,unknown,
021662,GFYZJHGPQDIIC,国富亚洲机会股票(QDII)C,QDII-普通股票,GUOFUYAZHOUJIHUIGUPIAOQDIIC,unknown,
021663,HBCYHHHA,汇百川远航混合A,混合型-偏股,HUIBAICHUANYUANHANGHUNHEA,unknown,
021664,HBCYHHHC,汇百川远航混合C,混合型-偏股,HUIBAICHUANYUANHANGHUNHEC,unknown,
021665,ZYZQYXHHFQA,中银周期优选混合发起A,混合型-偏股,ZHONGYINZHOUQIYOUXUANHUNHEFAQIA,unknown,
021666,ZYZQYXHHFQC,中银周期优选混合发起C,混合型-偏股,ZHONGYINZHOUQIYOUXUANHUNHEFAQIC,unknown,
021668,SWLXZHWJPZ3GYCYQHHXFQSFOFA,申万菱信智华稳进配置3个月持有期混合型发起式(FOF)A,FOF-均衡型,SHENWANLINGXINZHIHUAWENJINPEIZHI3GEYUECHIYOUQIHUNHEXINGFAQISHIFOFA,unknown,
021669,SWLXZHWJPZ3GYCYQHHXFQSFOFC,申万菱信智华稳进配置3个月持有期混合型发起式(FOF)C,FOF-均衡型,SHENWANLINGXINZHIHUAWENJINPEIZHI3GEYUECHIYOUQIHUNHEXINGFAQISHIFOFC,unknown,
021670,JYSAQSLLZZQ,金元顺安乾盛利率债债券,债券型-长债,JINYUANSHUNANQIANSHENGLILVZHAIZHAIQUAN,unknown,
021671,YHTYZDZE,银河天盈中短债E,债券型-中短债,YINHETIANYINGZHONGDUANZHAIE,unknown,
021672,GTZZQZRJETFLJE,国泰中证全指软件ETF联接E,指数型-股票,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEE,unknown,
021673,GTHJGETFLJA,国泰黄金股ETF联接A,指数型-股票,GUOTAIHUANGJINGUETFLIANJIEA,unknown,
021674,GTHJGETFLJC,国泰黄金股ETF联接C,指数型-股票,GUOTAIHUANGJINGUETFLIANJIEC,unknown,
021675,PASJX6GYCYZQA,平安双季鑫6个月持有债券A,债券型-长债,PINGANSHUANGJIXIN6GEYUECHIYOUZHAIQUANA,unknown,
021676,PASJX6GYCYZQC,平安双季鑫6个月持有债券C,债券型-长债,PINGANSHUANGJIXIN6GEYUECHIYOUZHAIQUANC,unknown,
021677,GTRYQCLLZZQ,国投瑞银启晨利率债债券,债券型-长债,GUOTOURUIYINQICHENLILVZHAIZHAIQUAN,unknown,
021678,YYAZ6GYCYZQA,永赢安泽6个月持有债券A,债券型-混合一级,YONGYINGANZE6GEYUECHIYOUZHAIQUANA,unknown,
021679,YYAZ6GYCYZQC,永赢安泽6个月持有债券C,债券型-混合一级,YONGYINGANZE6GEYUECHIYOUZHAIQUANC,unknown,
